name,type,country
"Arborfield Cross",Village,England
"Arborfield Garrison",Village,England
Arbourthorne,"Suburban Area",England
"Arbourthorne Estate","Suburban Area",England
Arbroath,Town,Scotland
Arbury,"Suburban Area",England
Arbuthnott,Village,Scotland
Arcan,"Other Settlement",Scotland
"Arcan Muir","Other Settlement",Scotland
"Archdeacon Newton",Hamlet,England
Archenfield,Hamlet,England
Archenfield,"Suburban Area",England
Archiestown,Village,Scotland
Arclid,Village,England
"Arclid Green",Hamlet,England
Ard-dhubh,Hamlet,Scotland
Ardachew,"Suburban Area",Scotland
Ardachu,Hamlet,Scotland
Ardallie,Hamlet,Scotland
Ardaneaskan,Hamlet,Scotland
Ardanstur,Hamlet,Scotland
Ardarroch,Hamlet,Scotland
Ardbeg,Hamlet,Scotland
Ardbeg,Village,Scotland
Ardbrecknish,Hamlet,Scotland
Ardcharnich,Hamlet,Scotland
Ardchattan,Village,Scotland
Ardchiavaig,"Other Settlement",Scotland
Ardchonnell,"Other Settlement",Scotland
Ardchyle,Hamlet,Scotland
Arddleen,Village,Wales
Ardeley,Village,England
Ardelve,Village,Scotland
Arden,Hamlet,Scotland
Arden,"Suburban Area",Scotland
"Arden Park","Suburban Area",England
Ardendrain,"Other Settlement",Scotland
"Ardens Grafton",Village,England
Ardentallen,"Other Settlement",Scotland
Ardentinny,Village,Scotland
Ardeonaig,Village,Scotland
Ardersier,Village,Scotland
Ardery,"Other Settlement",Scotland
Ardessie,Hamlet,Scotland
Ardfern,Village,Scotland
Ardfernal,Hamlet,Scotland
Ardfin,"Other Settlement",Scotland
Ardgartan,Hamlet,Scotland
Ardgay,Village,Scotland
Ardgayhill,"Other Settlement",Scotland
Ardheslaig,Hamlet,Scotland
Ardindrean,Hamlet,Scotland
Ardingly,Village,England
Ardington,Village,England
Ardleigh,Village,England
"Ardleigh Green","Suburban Area",England
"Ardleigh Heath",Hamlet,England
Ardler,"Suburban Area",Scotland
Ardler,Village,Scotland
Ardley,Village,England
"Ardley End",Village,England
Ardlui,"Other Settlement",Scotland
Ardmair,"Other Settlement",Scotland
Ardminish,Village,Scotland
Ardmore,"Other Settlement",Scotland
Ardmore,Hamlet,Scotland
Ardnadam,"Suburban Area",Scotland
Ardnagrask,Hamlet,Scotland
Ardnarff,"Other Settlement",Scotland
Ardnastang,"Suburban Area",Scotland
Ardo,"Other Settlement",Scotland
Ardoch,Hamlet,Scotland
Ardpeaton,Village,Scotland
Ardrishaig,Village,Scotland
Ardross,Village,Scotland
Ardrossan,Town,Scotland
Ardslave,Hamlet,Scotland
Ardsley,"Suburban Area",England
Ardtalnaig,Hamlet,Scotland
Ardtun,Village,Scotland
Arduaine,"Other Settlement",Scotland
Ardvannie,"Other Settlement",Scotland
Ardvasar,Village,Scotland
Ardwell,Village,Scotland
Ardwick,"Suburban Area",England
"Areley Kings","Suburban Area",England
Arford,Village,England
Argoed,Hamlet,England
Argoed,Hamlet,England
Argoed,Hamlet,Wales
Argoed,Village,Wales
"Argos Hill",Village,England
Aridhglas,"Other Settlement",Scotland
Arinacrinachd,Hamlet,Scotland
Arinagour,Village,Scotland
Arkendale,Village,England
Arkesden,Village,England
Arkholme,Village,England
"Arkle Town",Hamlet,England
Arkleby,"Other Settlement",England
Arkleside,Hamlet,England
Arkley,"Suburban Area",England
Arksey,Village,England
"Arkwright Town",Village,England
Arle,"Suburban Area",England
Arlebrook,Hamlet,England
Arlecdon,Village,England
Arlescote,Hamlet,England
Arlesey,Village,England
Arleston,"Suburban Area",England
Arley,Hamlet,England
"Arley Green",Hamlet,England
Arlingham,Village,England
Arlington,Village,England
Arlington,Hamlet,England
Arlington,"Suburban Area",England
Arlington,Hamlet,England
"Arlington Beccott",Hamlet,England
Armadale,Village,Scotland
Armadale,"Other Settlement",Scotland
Armadale,Town,Scotland
Armathwaite,Village,England
Arminghall,Village,England
Armitage,Village,England
"Armitage Bridge","Suburban Area",England
Armley,"Suburban Area",England
Armscote,Village,England
Armshead,"Suburban Area",England
Armston,Hamlet,England
Armthorpe,Village,England
Arnaby,Hamlet,England
Arnage,Hamlet,Scotland
Arncliffe,Village,England
Arncroach,Village,Scotland
Arne,Hamlet,England
Arnesby,Village,England
Arnisdale,Hamlet,Scotland
Arnish,"Other Settlement",Scotland
Arniston,"Suburban Area",Scotland
"Arno's Vale","Suburban Area",England
Arnol,Village,Scotland
Arnold,Town,England
Arnold,Village,England
Arnothill,"Suburban Area",Scotland
Arnprior,"Other Settlement",Scotland
Arnside,Village,England
Aros,"Other Settlement",Scotland
Arowry,Hamlet,Wales
Arpafeelie,Hamlet,Scotland
Arpinge,Hamlet,England
"Arrad Foot",Hamlet,England
Arradoul,Village,Scotland
Arram,Hamlet,England
Arrathorne,Hamlet,England
Arreton,Village,England
Arrington,Village,England
Arrochar,Village,Scotland
Arrow,Village,England
"Arrow Green","Other Settlement",England
"Arrowe Hill","Suburban Area",England
Arrowthwaite,"Suburban Area",England
Arrunden,Hamlet,England
Arscott,Hamlet,England
Arthington,Village,England
Arthingworth,Village,England
Arthog,Village,Wales
Arthrath,Hamlet,Scotland
"Arthur's Hill","Suburban Area",England
Arthurlie,"Suburban Area",Scotland
Arthursdale,"Suburban Area",England
Arthurstone,Hamlet,Scotland
Artington,Village,England
Arundel,Town,England
Aryhoulan,"Other Settlement",Scotland
Asby,Village,England
Ascog,Village,Scotland
Ascot,Village,England
Ascott,Hamlet,England
Ascott,Hamlet,England
Ascott-under-Wychwood,Village,England
Asenby,Village,England
Asfordby,Village,England
"Asfordby Hill",Village,England
Asgarby,Hamlet,England
Asgarby,Hamlet,England
Ash,Village,England
Ash,Hamlet,England
Ash,Village,England
Ash,Hamlet,England
Ash,Village,England
Ash,Village,England
"Ash Bank","Suburban Area",England
"Ash Brake","Suburban Area",England
"Ash Corner",Hamlet,England
"Ash Cross",Hamlet,England
"Ash Cross",Hamlet,England
"Ash Estates","Suburban Area",England
"Ash Green",Village,England
"Ash Green",Village,England
"Ash Magna",Village,England
"Ash Mill",Hamlet,England
"Ash Parva",Hamlet,England
"Ash Priors",Village,England
"Ash Street",Hamlet,England
"Ash Thomas",Village,England
"Ash Vale",Village,England
Ashampstead,Village,England
"Ashampstead Green",Hamlet,England
Ashbank,Hamlet,England
Ashbocking,Hamlet,England
Ashbocking,Village,England
Ashbourne,Town,England
Ashbrittle,Village,England
Ashbrook,"Suburban Area",England
Ashbrook,Hamlet,England
Ashbrooke,"Suburban Area",England
Ashburton,Town,England
Ashbury,Village,England
Ashbury,Hamlet,England
Ashby,"Suburban Area",England
"Ashby Folville",Village,England
"Ashby Hill",Hamlet,England
"Ashby Magna",Village,England
"Ashby Parva",Village,England
"Ashby Puerorum","Other Settlement",England
"Ashby St Ledgers",Village,England
"Ashby St Mary",Village,England
"Ashby Woulds","Other Settlement",England
"Ashby by Partney",Village,England
"Ashby cum Fenby",Village,England
"Ashby de la Launde",Village,England
Ashby-de-la-Zouch,Town,England
Ashchurch,Village,England
Ashcombe,Hamlet,England
Ashcott,Village,England
"Ashcott Corner",Hamlet,England
Ashdon,Village,England
Ashe,Hamlet,England
"Ashe Warren",Hamlet,England
Asheldham,Village,England
Ashen,Village,England
Ashendon,Village,England
Ashengrove,Hamlet,England
Ashenhurst,"Suburban Area",England
Asheridge,Village,England
Ashey,Hamlet,England
Ashfield,"Suburban Area",England
Ashfield,"Suburban Area",England
Ashfield,Hamlet,England
Ashfield,Hamlet,England
Ashfield,Village,Scotland
Ashfield,Village,Wales
"Ashfield Cum Thorpe",Village,England
"Ashfield Green",Hamlet,England
"Ashfield Green",Hamlet,England
Ashfields,Hamlet,England
Ashford,Village,England
Ashford,Village,England
Ashford,Hamlet,England
Ashford,Town,England
Ashford,Town,England
"Ashford Bowdler",Hamlet,England
"Ashford Carbonell",Village,England
"Ashford Common",Village,England
"Ashford Hill",Village,England
"Ashford in the Water",Village,England
Ashgate,"Other Settlement",England
Ashgate,"Suburban Area",England
Ashgill,Village,Scotland
Ashgrove,"Suburban Area",England
Ashill,Village,England
Ashill,Village,England
Ashill,Village,England
Ashingdon,Village,England
Ashington,Town,England
Ashington,Hamlet,England
Ashington,Hamlet,England
Ashington,Village,England
Ashkirk,Village,Scotland
Ashland,"Suburban Area",England
Ashlett,Hamlet,England
Ashleworth,Village,England
Ashley,Village,England
Ashley,Village,England
Ashley,Village,England
Ashley,Village,England
Ashley,Hamlet,England
Ashley,Village,England
Ashley,Hamlet,England
Ashley,Hamlet,England
Ashley,Village,England
Ashley,Village,England
Ashley,Village,England
"Ashley Dale",Village,England
"Ashley Down","Suburban Area",England
"Ashley Green",Village,England
"Ashley Heath","Suburban Area",England
"Ashley Heath","Suburban Area",England
"Ashley Heath",Village,England
"Ashley Moor",Hamlet,England
"Ashley Park","Suburban Area",England
Ashleyhay,Hamlet,England
Ashmanhaugh,Village,England
Ashmansworth,Village,England
Ashmansworthy,Hamlet,England
"Ashmead Green",Village,England
Ashmill,Hamlet,England
Ashmore,Village,England
"Ashmore Brook",Hamlet,England
"Ashmore Green",Village,England
"Ashmore Lake","Suburban Area",England
"Ashmore Park","Suburban Area",England
Ashorne,Village,England
Ashover,Village,England
"Ashover Hay",Hamlet,England
Ashow,Village,England
Ashperton,Village,England
Ashprington,Village,England
Ashreigney,Village,England
Ashtead,"Other Settlement",England
"Ashtead Common","Suburban Area",England
Ashton,Hamlet,England
Ashton,Village,England
Ashton,Hamlet,England
Ashton,Hamlet,England
Ashton,Village,England
Ashton,Hamlet,England
Ashton,Hamlet,England
Ashton,Village,England
Ashton,"Suburban Area",Scotland
"Ashton Bank","Suburban Area",England
"Ashton Common",Village,England
"Ashton Gate","Suburban Area",England
"Ashton Green",Hamlet,England
"Ashton Hayes",Village,England
"Ashton Heath","Suburban Area",England
"Ashton Keynes",Village,England
"Ashton Vale","Suburban Area",England
"Ashton Watering",Hamlet,England
"Ashton under Hill",Village,England
"Ashton upon Mersey","Suburban Area",England
"Ashton's Green","Suburban Area",England
Ashton-in-Makerfield,Town,England
Ashton-on-Ribble,"Suburban Area",England
Ashton-under-Lyne,Town,England
Ashurst,"Suburban Area",England
Ashurst,Village,England
Ashurst,Village,England
Ashurst,Village,England
"Ashurst Bridge",Village,England
"Ashurst Wood",Village,England
Ashvale,"Suburban Area",Wales
Ashwater,Village,England
Ashwell,Village,England
Ashwell,Hamlet,England
Ashwell,Village,England
"Ashwell End",Hamlet,England
Ashwellthorpe,Village,England
Ashwick,Hamlet,England
Ashwicken,Village,England
Ashwood,Hamlet,England
"Askam in Furness",Village,England
Aske,Hamlet,England
Askern,Village,England
Askerswell,Village,England
Askett,Village,England
Askham,Village,England
Askham,Village,England
"Askham Bryan",Village,England
"Askham Richard",Village,England
Askomill,"Suburban Area",Scotland
Askrigg,Village,England
Askwith,Village,England
Aslackby,Village,England
Aslacton,Village,England
Aslockton,Village,England
Asney,Hamlet,England
Aspall,Hamlet,England
Aspatria,Town,England
Aspenden,Village,England
Asperton,"Other Settlement",England
Aspley,"Suburban Area",England
Aspley,Hamlet,England
Aspley,"Suburban Area",England
"Aspley Guise",Village,England
"Aspley Heath",Village,England
"Aspley Heath",Village,England
Aspull,Village,England
"Aspull Common","Suburban Area",England
Assater,Hamlet,Scotland
Asselby,Village,England
Asserby,Hamlet,England
"Asserby Turn",Hamlet,England
Assington,Village,England
"Assington Green",Hamlet,England
Astbury,Village,England
"Astbury Marsh","Suburban Area",England
Astcote,Village,England
Asterby,"Other Settlement",England
Asterley,Village,England
Asterton,Hamlet,England
Asthall,Hamlet,England
"Asthall Leigh",Hamlet,England
Astle,Hamlet,Scotland
Astley,Village,England
Astley,Village,England
Astley,Village,England
Astley,Hamlet,England
"Astley Abbotts",Village,England
"Astley Bridge","Suburban Area",England
"Astley Burf",Hamlet,England
"Astley Cross","Suburban Area",England
"Astley Green","Suburban Area",England
"Astley Village","Suburban Area",England
Astmoor,"Suburban Area",England
Aston,Village,England
Aston,Hamlet,England
Aston,Hamlet,England
Aston,Village,England
Aston,Village,England
Aston,Hamlet,England
Aston,Hamlet,England
Aston,Hamlet,England
Aston,Village,England
Aston,Hamlet,England
Aston,Hamlet,England
Aston,"Suburban Area",England
Aston,Village,England
Aston,Hamlet,England
Aston,Village,England
Aston,Village,Wales
"Aston Abbotts",Village,England
"Aston Bank",Hamlet,England
"Aston Botterell",Hamlet,England
"Aston Cantlow",Village,England
"Aston Clinton",Village,England
"Aston Crews",Hamlet,England
"Aston Cross",Village,England
"Aston End",Hamlet,England
"Aston Eyre",Hamlet,England
"Aston Fields","Suburban Area",England
"Aston Flamville",Village,England
"Aston Heath",Hamlet,England
"Aston Heath",Hamlet,England
"Aston Ingham",Village,England
"Aston Magna",Village,England
"Aston Munslow",Village,England
"Aston New Town","Suburban Area",England
"Aston Pigott",Hamlet,England
"Aston Rogers",Hamlet,England
"Aston Rowant",Village,England
"Aston Sandford",Hamlet,England
"Aston Somerville",Village,England
"Aston Subedge",Hamlet,England
"Aston Tirrold",Village,England
"Aston Upthorpe",Village,England
"Aston juxta Mondrum",Village,England
"Aston le Walls",Village,England
"Aston on Carrant",Village,England
"Aston on Clun",Village,England
Aston-By-Stone,Village,England
Aston-on-Trent,Village,England
Astrop,"Suburban Area",England
Astrope,Hamlet,England
Astwick,Hamlet,England
Astwith,Hamlet,England
Astwood,"Suburban Area",England
Astwood,Hamlet,England
Astwood,Village,England
"Astwood Bank",Village,England
Aswarby,"Other Settlement",England
Aswardby,"Other Settlement",England
"Atch Lench",Village,England
Atcham,Village,England
Athelhampton,Hamlet,England
Athelington,Hamlet,England
Athelney,Hamlet,England
Athelstaneford,Village,Scotland
"Atherfield Green",Hamlet,England
Atherington,Village,England
Atherington,Village,England
"Athersley North","Suburban Area",England
"Athersley South","Suburban Area",England
Atherstone,Town,England
Atherstone,Hamlet,England
"Atherstone on Stour",Village,England
Atherton,Town,England
"Athmòr",Hamlet,Scotland
"Atkinson Hill","Suburban Area",England
"Atlantic Wharf","Suburban Area",Wales
Atlow,"Other Settlement",England
Atrim,Hamlet,England
Attadale,Hamlet,Scotland
Attenborough,"Suburban Area",England
Atterbury,"Suburban Area",England
Atterby,Hamlet,England
Attercliffe,"Suburban Area",England
"Attercliffe Hill Top","Suburban Area",England
Atterley,Hamlet,England
Atterton,Hamlet,England
Attleborough,"Suburban Area",England
Attleborough,Town,England
Attlebridge,Village,England
"Attleton Green",Hamlet,England
Atwick,Village,England
Atworth,Village,England
Auberrow,Hamlet,England
Aubourn,Village,England
Auchagallon,Hamlet,Scotland
Aucharnie,"Other Settlement",Scotland
Auchattie,Hamlet,Scotland
Auchbreck,Hamlet,Scotland
Auchenback,"Suburban Area",Scotland
Auchenblae,Village,Scotland
Auchenbowie,"Other Settlement",Scotland
Auchencairn,"Suburban Area",Scotland
Auchencairn,Village,Scotland
Auchencairn,Hamlet,Scotland
Auchencar,Hamlet,Scotland
Auchencrow,Village,Scotland
Auchendinny,Village,Scotland
Auchendryne,"Suburban Area",Scotland
Auchengray,Hamlet,Scotland
Auchenhalrig,Hamlet,Scotland
Auchenharvie,"Suburban Area",Scotland
Auchenheath,Village,Scotland
Auchenhew,"Other Settlement",Scotland
Auchenmalg,Hamlet,Scotland
Auchenreoch,"Other Settlement",Scotland
Auchentiber,Hamlet,Scotland
Auchinairn,"Suburban Area",Scotland
Auchincloch,Hamlet,Scotland
Auchindrean,Hamlet,Scotland
Auchingoul,"Other Settlement",Scotland
Auchininna,Hamlet,Scotland
Auchinleck,Village,Scotland
Auchinloch,Village,Scotland
Auchinstarry,Hamlet,Scotland
Auchintoul,Hamlet,Scotland
Auchleven,Village,Scotland
Auchlochan,Village,Scotland
Auchlunies,Hamlet,Scotland
Auchlyne,Hamlet,Scotland
Auchmaliddie,"Other Settlement",Scotland
Auchmithie,Village,Scotland
Auchmuirbridge,Hamlet,Scotland
Auchmuty,"Suburban Area",Scotland
Auchnafree,"Other Settlement",Scotland
Auchnagatt,Village,Scotland
Auchnahillin,Hamlet,Scotland
Auchnarrow,Hamlet,Scotland
Auchterarder,Town,Scotland
Auchteraw,"Other Settlement",Scotland
Auchtercairn,"Suburban Area",Scotland
Auchterderran,Village,Scotland
Auchterhouse,Village,Scotland
Auchtermuchty,Town,Scotland
Auchtertool,Village,Scotland
Auchtertyre,Hamlet,Scotland
Auchtertyre,"Other Settlement",Scotland
Auchtubh,Hamlet,Scotland
Auckengill,"Other Settlement",Scotland
Auckley,Village,England
Audenshaw,"Other Settlement",England
Audlem,Village,England
Audley,Village,England
"Audley End",Hamlet,England
"Audley End",Hamlet,England
"Audley End",Hamlet,England
Aughertree,Hamlet,England
Aughton,Village,England
Aughton,"Other Settlement",England
Aughton,Village,England
Aughton,Village,England
Aughton,Village,England
"Aughton Park","Suburban Area",England
Aukside,Hamlet,England
Auldearn,Village,Scotland
Aulden,Hamlet,England
Auldgirth,Village,Scotland
Auldhouse,"Suburban Area",Scotland
Auldhouse,Hamlet,Scotland
"Ault Hucknall",Hamlet,England
Ault-na-goire,Hamlet,Scotland
Aultbea,Village,Scotland
Aultgrishan,"Other Settlement",Scotland
Aultiphurst,"Other Settlement",Scotland
Aultivullin,Hamlet,Scotland
Aultmore,Hamlet,Scotland
Aultvaich,Hamlet,Scotland
Aultvoulin,"Other Settlement",Scotland
Aunby,Hamlet,England
Aunk,Hamlet,England
Aunsby,Village,England
Aust,Village,England
Austendike,Hamlet,England
Austerfield,Village,England
Austerlands,"Suburban Area",England
Austhorpe,"Suburban Area",England
Austrey,Village,England
Austwick,Village,England
Authorpe,Village,England
"Authorpe Row",Hamlet,England
Avebury,Village,England
"Avebury Trusloe",Village,England
Aveley,Village,England
Avenham,"Suburban Area",England
Avening,Village,England
"Avening Green",Hamlet,England
Averham,Village,England
"Averham Park",Hamlet,England
